Segment,Number of Speakers,Number of Speeches,Number of Speeches per Speaker
EN2009d_3390_3400,4,27,"[12, 8, 5, 2, 0]"
EN2009d_3400_3410,3,30,"[13, 11, 6, 0, 0]"
EN2009d_3410_3420,3,14,"[7, 6, 1, 0, 0]"
EN2009d_3420_3430,2,2,"[1, 1, 0, 0, 0]"
EN2009d_3430_3440,2,7,"[4, 3, 0, 0, 0]"
EN2009d_3440_3450,3,19,"[8, 7, 4, 0, 0]"
EN2009d_3450_3460,2,2,"[1, 1, 0, 0, 0]"
EN2009d_3460_3470,2,2,"[1, 1, 0, 0, 0]"
EN2009d_3470_3480,2,10,"[5, 5, 0, 0, 0]"
EN2009d_3480_3490,3,11,"[5, 4, 2, 0, 0]"
EN2009d_3490_3500,2,2,"[1, 1, 0, 0, 0]"
EN2009d_3500_3510,1,1,"[1, 0, 0, 0, 0]"
EN2009d_3510_3520,4,5,"[2, 1, 1, 1, 0]"
EN2009d_3520_3530,3,13,"[6, 6, 1, 0, 0]"
EN2009d_3530_3540,3,8,"[3, 3, 2, 0, 0]"
EN2009d_3540_3550,2,9,"[5, 4, 0, 0, 0]"
EN2009d_3550_3560,1,1,"[1, 0, 0, 0, 0]"
EN2009d_3560_3570,2,2,"[1, 1, 0, 0, 0]"
EN2009d_3570_3580,1,1,"[1, 0, 0, 0, 0]"
EN2009d_3580_3590,2,14,"[7, 7, 0, 0, 0]"
EN2009d_3590_3600,2,2,"[1, 1, 0, 0, 0]"
EN2009d_3600_3610,3,4,"[2, 1, 1, 0, 0]"
EN2009d_3610_3620,3,8,"[4, 2, 2, 0, 0]"
EN2009d_3620_3630,1,1,"[1, 0, 0, 0, 0]"
EN2009d_3630_3640,2,3,"[2, 1, 0, 0, 0]"
EN2009d_3640_3650,3,5,"[3, 1, 1, 0, 0]"
EN2009d_3650_3660,3,6,"[3, 2, 1, 0, 0]"
EN2009d_3660_3670,3,12,"[6, 3, 3, 0, 0]"
EN2009d_3670_3680,3,5,"[3, 1, 1, 0, 0]"
EN2009d_3680_3690,2,3,"[2, 1, 0, 0, 0]"
EN2009d_3690_3700,2,12,"[6, 6, 0, 0, 0]"
EN2009d_3700_3710,3,28,"[10, 9, 9, 0, 0]"
EN2009d_3710_3720,2,5,"[3, 2, 0, 0, 0]"
EN2009d_3720_3730,2,2,"[1, 1, 0, 0, 0]"
EN2009d_3730_3740,2,3,"[2, 1, 0, 0, 0]"
EN2009d_3740_3750,2,12,"[6, 6, 0, 0, 0]"
EN2009d_3750_3760,2,4,"[2, 2, 0, 0, 0]"
EN2009d_3760_3770,1,1,"[1, 0, 0, 0, 0]"
EN2009d_3770_3780,2,6,"[3, 3, 0, 0, 0]"
EN2009d_3780_3790,3,8,"[3, 3, 2, 0, 0]"
EN2009d_3790_3800,3,7,"[3, 3, 1, 0, 0]"
EN2009d_3800_3810,2,2,"[1, 1, 0, 0, 0]"
EN2009d_3820_3830,2,9,"[5, 4, 0, 0, 0]"
EN2009d_3830_3840,2,2,"[1, 1, 0, 0, 0]"
EN2009d_3840_3850,2,6,"[3, 3, 0, 0, 0]"
EN2009d_3850_3860,2,10,"[5, 5, 0, 0, 0]"
EN2009d_3860_3870,2,7,"[4, 3, 0, 0, 0]"
EN2009d_3870_3880,1,1,"[1, 0, 0, 0, 0]"
EN2009d_3880_3890,1,1,"[1, 0, 0, 0, 0]"
EN2009d_3890_3900,2,2,"[1, 1, 0, 0, 0]"
EN2009d_3900_3910,2,2,"[1, 1, 0, 0, 0]"
EN2009d_3910_3920,1,1,"[1, 0, 0, 0, 0]"
EN2009d_3920_3930,1,1,"[1, 0, 0, 0, 0]"
EN2009d_3930_3940,1,1,"[1, 0, 0, 0, 0]"
EN2009d_3940_3950,2,2,"[1, 1, 0, 0, 0]"
EN2009d_3950_3960,3,12,"[5, 4, 3, 0, 0]"
EN2009d_3960_3970,1,1,"[1, 0, 0, 0, 0]"
EN2009d_3970_3980,2,3,"[2, 1, 0, 0, 0]"
EN2009d_3980_3990,1,1,"[1, 0, 0, 0, 0]"
EN2009d_3990_4000,3,4,"[2, 1, 1, 0, 0]"
EN2009d_4000_4010,1,1,"[1, 0, 0, 0, 0]"
EN2009d_4010_4020,2,2,"[1, 1, 0, 0, 0]"
EN2009d_4020_4030,3,4,"[2, 1, 1, 0, 0]"
EN2009d_4030_4040,3,6,"[3, 2, 1, 0, 0]"
EN2009d_4040_4050,2,2,"[1, 1, 0, 0, 0]"
EN2009d_4050_4060,2,2,"[1, 1, 0, 0, 0]"
EN2009d_4060_4070,2,15,"[8, 7, 0, 0, 0]"
EN2009d_4070_4080,1,1,"[1, 0, 0, 0, 0]"
EN2009d_4090_4100,2,8,"[4, 4, 0, 0, 0]"
EN2009d_4100_4110,2,10,"[5, 5, 0, 0, 0]"
EN2009d_4110_4120,2,3,"[2, 1, 0, 0, 0]"
EN2009d_4120_4130,2,7,"[4, 3, 0, 0, 0]"
EN2009d_4130_4140,2,7,"[4, 3, 0, 0, 0]"
EN2009d_4140_4150,3,13,"[6, 4, 3, 0, 0]"
EN2009d_4150_4160,3,8,"[4, 3, 1, 0, 0]"
EN2009d_4160_4170,3,17,"[6, 6, 5, 0, 0]"
EN2009d_4170_4180,3,7,"[3, 3, 1, 0, 0]"
EN2009d_4180_4190,3,15,"[7, 6, 2, 0, 0]"
EN2009d_4190_4200,1,1,"[1, 0, 0, 0, 0]"
EN2009d_4200_4210,3,23,"[10, 7, 6, 0, 0]"
EN2009d_4210_4220,3,12,"[6, 5, 1, 0, 0]"
EN2009d_4220_4230,3,21,"[9, 9, 3, 0, 0]"
EN2009d_4230_4240,3,12,"[6, 5, 1, 0, 0]"
EN2009d_4240_4250,1,1,"[1, 0, 0, 0, 0]"
EN2009d_4250_4260,3,4,"[2, 1, 1, 0, 0]"
EN2009d_4260_4270,1,1,"[1, 0, 0, 0, 0]"
EN2009d_4270_4280,2,14,"[7, 7, 0, 0, 0]"
EN2009d_4280_4290,2,8,"[4, 4, 0, 0, 0]"
EN2009d_4290_4300,2,5,"[3, 2, 0, 0, 0]"
EN2009d_4300_4310,1,1,"[1, 0, 0, 0, 0]"
EN2009d_4310_4320,3,4,"[2, 1, 1, 0, 0]"
EN2009d_4320_4330,3,7,"[3, 3, 1, 0, 0]"
EN2009d_4330_4340,2,2,"[1, 1, 0, 0, 0]"
EN2009d_4340_4350,2,2,"[1, 1, 0, 0, 0]"
EN2009d_4350_4360,1,1,"[1, 0, 0, 0, 0]"
EN2009d_4360_4370,3,5,"[3, 1, 1, 0, 0]"
EN2009d_4370_4380,3,3,"[1, 1, 1, 0, 0]"
EN2009d_4380_4390,1,1,"[1, 0, 0, 0, 0]"
EN2009d_4390_4400,2,2,"[1, 1, 0, 0, 0]"
EN2009d_4400_4410,1,1,"[1, 0, 0, 0, 0]"
EN2009d_4410_4420,1,1,"[1, 0, 0, 0, 0]"
EN2009d_4420_4430,2,7,"[4, 3, 0, 0, 0]"
EN2009d_4430_4440,1,1,"[1, 0, 0, 0, 0]"
EN2009d_4440_4450,2,5,"[3, 2, 0, 0, 0]"
EN2009d_4450_4460,2,7,"[4, 3, 0, 0, 0]"
EN2009d_4460_4470,2,3,"[2, 1, 0, 0, 0]"
EN2009d_4470_4480,2,4,"[2, 2, 0, 0, 0]"
EN2009d_4480_4490,2,4,"[2, 2, 0, 0, 0]"
EN2009d_4490_4500,2,3,"[2, 1, 0, 0, 0]"
EN2009d_4500_4510,1,1,"[1, 0, 0, 0, 0]"
EN2009d_4510_4520,2,3,"[2, 1, 0, 0, 0]"
EN2009d_4520_4530,2,3,"[2, 1, 0, 0, 0]"
EN2009d_4530_4540,3,13,"[7, 4, 2, 0, 0]"
EN2009d_4540_4550,1,1,"[1, 0, 0, 0, 0]"
EN2009d_4550_4560,2,7,"[4, 3, 0, 0, 0]"
EN2009d_4560_4570,2,8,"[4, 4, 0, 0, 0]"
EN2009d_4570_4580,2,2,"[1, 1, 0, 0, 0]"
EN2009d_4580_4590,2,4,"[2, 2, 0, 0, 0]"
EN2009d_4590_4600,1,1,"[1, 0, 0, 0, 0]"
EN2009d_4600_4610,1,1,"[1, 0, 0, 0, 0]"
EN2009d_4620_4630,1,1,"[1, 0, 0, 0, 0]"
EN2009d_4630_4640,3,4,"[2, 1, 1, 0, 0]"
EN2009d_4640_4650,1,1,"[1, 0, 0, 0, 0]"
EN2009d_4650_4660,3,11,"[6, 3, 2, 0, 0]"
EN2009d_4660_4670,3,7,"[3, 3, 1, 0, 0]"
EN2009d_4670_4680,2,6,"[3, 3, 0, 0, 0]"
EN2009d_4680_4690,2,3,"[2, 1, 0, 0, 0]"
EN2009d_4690_4700,2,17,"[9, 8, 0, 0, 0]"
EN2009d_4700_4710,2,4,"[2, 2, 0, 0, 0]"
EN2009d_4710_4720,2,2,"[1, 1, 0, 0, 0]"
EN2009d_4720_4730,2,16,"[8, 8, 0, 0, 0]"
EN2009d_4730_4740,3,14,"[7, 6, 1, 0, 0]"
EN2009d_4740_4750,2,6,"[3, 3, 0, 0, 0]"
EN2009d_4750_4760,2,2,"[1, 1, 0, 0, 0]"
EN2009d_4760_4770,2,2,"[1, 1, 0, 0, 0]"
EN2009d_4770_4780,1,1,"[1, 0, 0, 0, 0]"
EN2009d_4780_4790,1,1,"[1, 0, 0, 0, 0]"
EN2009d_4790_4800,1,1,"[1, 0, 0, 0, 0]"
EN2009d_4800_4810,1,1,"[1, 0, 0, 0, 0]"
EN2009d_4810_4820,2,2,"[1, 1, 0, 0, 0]"
EN2009d_4820_4830,2,5,"[3, 2, 0, 0, 0]"
EN2009d_4830_4840,2,4,"[2, 2, 0, 0, 0]"
EN2009d_4840_4850,2,4,"[2, 2, 0, 0, 0]"
EN2009d_4850_4860,2,4,"[2, 2, 0, 0, 0]"
EN2009d_4870_4880,1,1,"[1, 0, 0, 0, 0]"
EN2009d_4880_4890,2,6,"[3, 3, 0, 0, 0]"
EN2009d_4890_4900,2,4,"[2, 2, 0, 0, 0]"
EN2009d_4900_4910,2,7,"[4, 3, 0, 0, 0]"
EN2009d_4910_4920,2,4,"[2, 2, 0, 0, 0]"
EN2009d_4920_4930,2,2,"[1, 1, 0, 0, 0]"
EN2009d_4930_4940,2,5,"[3, 2, 0, 0, 0]"
EN2009d_4940_4950,2,2,"[1, 1, 0, 0, 0]"
EN2009d_4950_4960,2,19,"[10, 9, 0, 0, 0]"
EN2009d_4960_4970,2,5,"[3, 2, 0, 0, 0]"
EN2009d_4970_4980,2,14,"[7, 7, 0, 0, 0]"
EN2009d_4980_4990,2,13,"[7, 6, 0, 0, 0]"
EN2009d_4990_5000,1,1,"[1, 0, 0, 0, 0]"
EN2009d_5000_5010,2,3,"[2, 1, 0, 0, 0]"
EN2009d_5010_5020,2,10,"[5, 5, 0, 0, 0]"
EN2009d_5020_5030,2,2,"[1, 1, 0, 0, 0]"
EN2009d_5030_5040,1,1,"[1, 0, 0, 0, 0]"
EN2009d_5040_5050,2,3,"[2, 1, 0, 0, 0]"
EN2009d_5050_5060,1,1,"[1, 0, 0, 0, 0]"
EN2009d_5060_5070,2,2,"[1, 1, 0, 0, 0]"
EN2009d_5070_5080,1,1,"[1, 0, 0, 0, 0]"
EN2009d_5080_5090,2,9,"[5, 4, 0, 0, 0]"
EN2009d_5090_5100,2,2,"[1, 1, 0, 0, 0]"
EN2009d_5110_5120,1,1,"[1, 0, 0, 0, 0]"
EN2009d_5120_5130,1,1,"[1, 0, 0, 0, 0]"
ES2002a_0050_0060,1,1,"[1, 0, 0, 0, 0]"
ES2002a_0060_0070,1,1,"[1, 0, 0, 0, 0]"
ES2002a_0070_0080,3,4,"[2, 1, 1, 0, 0]"
ES2002a_0080_0090,4,4,"[1, 1, 1, 1, 0]"
ES2002a_0090_0100,1,1,"[1, 0, 0, 0, 0]"
ES2002a_0100_0110,1,1,"[1, 0, 0, 0, 0]"
ES2002a_0110_0120,1,1,"[1, 0, 0, 0, 0]"
ES2002a_0120_0130,1,1,"[1, 0, 0, 0, 0]"
ES2002a_0130_0140,2,2,"[1, 1, 0, 0, 0]"
ES2002a_0140_0150,3,9,"[4, 3, 2, 0, 0]"
ES2002a_0150_0160,1,1,"[1, 0, 0, 0, 0]"
ES2002a_0160_0170,2,5,"[3, 2, 0, 0, 0]"
ES2002a_0170_0180,1,1,"[1, 0, 0, 0, 0]"
ES2002a_0180_0190,1,1,"[1, 0, 0, 0, 0]"
ES2002a_0190_0200,1,1,"[1, 0, 0, 0, 0]"
ES2002a_0200_0210,1,1,"[1, 0, 0, 0, 0]"
ES2002a_0210_0220,1,1,"[1, 0, 0, 0, 0]"
ES2002a_0220_0230,1,1,"[1, 0, 0, 0, 0]"
ES2002a_0230_0240,1,1,"[1, 0, 0, 0, 0]"
ES2002a_0240_0250,2,2,"[1, 1, 0, 0, 0]"
ES2002a_0250_0260,1,1,"[1, 0, 0, 0, 0]"
ES2002a_0260_0270,1,1,"[1, 0, 0, 0, 0]"
ES2002a_0270_0280,3,3,"[1, 1, 1, 0, 0]"
ES2002a_0280_0290,2,2,"[1, 1, 0, 0, 0]"
ES2002a_0290_0300,3,6,"[3, 2, 1, 0, 0]"
ES2002a_0300_0310,3,3,"[1, 1, 1, 0, 0]"
ES2002a_0310_0320,1,1,"[1, 0, 0, 0, 0]"
ES2002a_0320_0330,1,1,"[1, 0, 0, 0, 0]"
ES2002a_0330_0340,2,3,"[2, 1, 0, 0, 0]"
ES2002a_0340_0350,2,2,"[1, 1, 0, 0, 0]"
ES2002a_0350_0360,3,3,"[1, 1, 1, 0, 0]"
ES2002a_0360_0370,1,1,"[1, 0, 0, 0, 0]"
ES2002a_0370_0380,2,3,"[2, 1, 0, 0, 0]"
ES2002a_0380_0390,2,2,"[1, 1, 0, 0, 0]"
ES2002a_0390_0400,2,2,"[1, 1, 0, 0, 0]"
ES2002a_0400_0410,1,1,"[1, 0, 0, 0, 0]"
ES2002a_0410_0420,1,1,"[1, 0, 0, 0, 0]"
ES2002a_0420_0430,1,1,"[1, 0, 0, 0, 0]"
ES2002a_0430_0440,2,5,"[3, 2, 0, 0, 0]"
ES2002a_0440_0450,3,6,"[3, 2, 1, 0, 0]"
ES2002a_0450_0460,1,1,"[1, 0, 0, 0, 0]"
ES2002a_0460_0470,1,1,"[1, 0, 0, 0, 0]"
ES2002a_0470_0480,1,1,"[1, 0, 0, 0, 0]"
ES2002a_0480_0490,2,3,"[2, 1, 0, 0, 0]"
ES2002a_0490_0500,2,3,"[2, 1, 0, 0, 0]"
ES2002a_0500_0510,2,3,"[2, 1, 0, 0, 0]"
ES2002a_0510_0520,2,5,"[3, 2, 0, 0, 0]"
ES2002a_0520_0530,2,7,"[4, 3, 0, 0, 0]"
ES2002a_0530_0540,2,4,"[2, 2, 0, 0, 0]"
ES2002a_0540_0550,1,1,"[1, 0, 0, 0, 0]"
ES2002a_0550_0560,2,5,"[3, 2, 0, 0, 0]"
ES2002a_0560_0570,2,6,"[3, 3, 0, 0, 0]"
ES2002a_0570_0580,2,2,"[1, 1, 0, 0, 0]"
ES2002a_0580_0590,3,3,"[1, 1, 1, 0, 0]"
ES2002a_0590_0600,2,11,"[6, 5, 0, 0, 0]"
ES2002a_0600_0610,2,6,"[3, 3, 0, 0, 0]"
ES2002a_0610_0620,2,8,"[4, 4, 0, 0, 0]"
ES2002a_0620_0630,2,3,"[2, 1, 0, 0, 0]"
ES2002a_0650_0660,1,1,"[1, 0, 0, 0, 0]"
ES2002a_0660_0670,1,1,"[1, 0, 0, 0, 0]"
ES2002a_0670_0680,2,2,"[1, 1, 0, 0, 0]"
ES2002a_0680_0690,2,1,"[1, 0, 0, 0, 0]"
ES2002a_0690_0700,2,5,"[3, 2, 0, 0, 0]"
ES2002a_0700_0710,1,1,"[1, 0, 0, 0, 0]"
ES2002a_0710_0720,1,1,"[1, 0, 0, 0, 0]"
ES2002a_0720_0730,2,5,"[3, 2, 0, 0, 0]"
ES2002a_0730_0740,1,1,"[1, 0, 0, 0, 0]"
ES2002a_0750_0760,1,1,"[1, 0, 0, 0, 0]"
ES2002a_0760_0770,1,1,"[1, 0, 0, 0, 0]"
ES2002a_0770_0780,2,9,"[5, 4, 0, 0, 0]"
ES2002a_0780_0790,1,1,"[1, 0, 0, 0, 0]"
ES2002a_0790_0800,2,8,"[4, 4, 0, 0, 0]"
ES2002a_0800_0810,2,8,"[4, 4, 0, 0, 0]"
ES2002a_0810_0820,2,3,"[2, 1, 0, 0, 0]"
ES2002a_0820_0830,1,1,"[1, 0, 0, 0, 0]"
ES2002a_0830_0840,1,1,"[1, 0, 0, 0, 0]"
ES2002a_0840_0850,2,2,"[1, 1, 0, 0, 0]"
ES2002a_0850_0860,2,2,"[1, 1, 0, 0, 0]"
ES2002a_0860_0870,1,1,"[1, 0, 0, 0, 0]"
ES2002a_0870_0880,1,1,"[1, 0, 0, 0, 0]"
ES2002a_0880_0890,1,1,"[1, 0, 0, 0, 0]"
ES2002a_0890_0900,1,1,"[1, 0, 0, 0, 0]"
ES2002a_0900_0910,2,4,"[2, 2, 0, 0, 0]"
ES2002a_0910_0920,3,10,"[5, 3, 2, 0, 0]"
ES2002a_0920_0930,2,4,"[2, 2, 0, 0, 0]"
ES2002a_0930_0940,2,3,"[2, 1, 0, 0, 0]"
ES2002a_0940_0950,2,9,"[5, 4, 0, 0, 0]"
ES2002a_0950_0960,2,17,"[9, 8, 0, 0, 0]"
ES2002a_0960_0970,2,5,"[3, 2, 0, 0, 0]"
ES2002a_0970_0980,2,6,"[3, 3, 0, 0, 0]"
ES2002a_0980_0990,1,1,"[1, 0, 0, 0, 0]"
ES2002a_0990_1000,2,3,"[2, 1, 0, 0, 0]"
ES2002a_1000_1010,1,1,"[1, 0, 0, 0, 0]"
ES2002a_1010_1020,1,1,"[1, 0, 0, 0, 0]"
ES2002a_1020_1030,1,1,"[1, 0, 0, 0, 0]"
ES2002a_1030_1040,1,1,"[1, 0, 0, 0, 0]"
ES2002a_1040_1050,2,2,"[1, 1, 0, 0, 0]"
ES2002a_1050_1060,1,1,"[1, 0, 0, 0, 0]"
ES2002a_1060_1070,1,1,"[1, 0, 0, 0, 0]"
ES2002a_1070_1080,2,8,"[4, 4, 0, 0, 0]"
ES2002a_1080_1090,3,10,"[4, 4, 2, 0, 0]"
ES2002a_1090_1100,3,6,"[2, 2, 2, 0, 0]"
ES2002a_1100_1110,3,4,"[2, 1, 1, 0, 0]"
ES2002c_0000_0010,3,11,"[5, 3, 3, 0, 0]"
ES2002c_0010_0020,3,8,"[3, 3, 2, 0, 0]"
ES2002c_0020_0030,1,1,"[1, 0, 0, 0, 0]"
ES2002c_0030_0040,1,1,"[1, 0, 0, 0, 0]"
ES2002c_0040_0050,1,1,"[1, 0, 0, 0, 0]"
ES2002c_0050_0060,1,1,"[1, 0, 0, 0, 0]"
ES2002c_0060_0070,3,7,"[4, 2, 1, 0, 0]"
ES2002c_0070_0080,2,5,"[3, 2, 0, 0, 0]"
ES2002c_0080_0090,3,5,"[3, 1, 1, 0, 0]"
ES2002c_0090_0100,2,7,"[4, 3, 0, 0, 0]"
ES2002c_0100_0110,1,1,"[1, 0, 0, 0, 0]"
ES2002c_0110_0120,1,1,"[1, 0, 0, 0, 0]"
ES2002c_0120_0130,2,3,"[2, 1, 0, 0, 0]"
ES2002c_0130_0140,1,1,"[1, 0, 0, 0, 0]"
ES2002c_0140_0150,2,4,"[2, 2, 0, 0, 0]"
ES2002c_0150_0160,1,1,"[1, 0, 0, 0, 0]"
ES2002c_0160_0170,2,3,"[2, 1, 0, 0, 0]"
ES2002c_0170_0180,1,1,"[1, 0, 0, 0, 0]"
ES2002c_0180_0190,2,9,"[5, 4, 0, 0, 0]"
ES2002c_0190_0200,2,3,"[2, 1, 0, 0, 0]"
ES2002c_0200_0210,1,1,"[1, 0, 0, 0, 0]"
ES2002c_0210_0220,1,1,"[1, 0, 0, 0, 0]"
ES2002c_0220_0230,1,1,"[1, 0, 0, 0, 0]"
ES2002c_0230_0240,3,3,"[2, 1, 0, 0, 0]"
ES2002c_0240_0250,2,7,"[4, 3, 0, 0, 0]"
ES2002c_0250_0260,2,2,"[1, 1, 0, 0, 0]"
ES2002c_0260_0270,1,1,"[1, 0, 0, 0, 0]"
ES2002c_0270_0280,1,1,"[1, 0, 0, 0, 0]"
ES2002c_0280_0290,1,1,"[1, 0, 0, 0, 0]"
ES2002c_0290_0300,1,1,"[1, 0, 0, 0, 0]"
ES2002c_0300_0310,2,3,"[2, 1, 0, 0, 0]"
ES2002c_0310_0320,1,1,"[1, 0, 0, 0, 0]"
ES2002c_0320_0330,2,3,"[2, 1, 0, 0, 0]"
ES2002c_0330_0340,1,1,"[1, 0, 0, 0, 0]"
ES2002c_0340_0350,1,1,"[1, 0, 0, 0, 0]"
ES2002c_0350_0360,2,5,"[3, 2, 0, 0, 0]"
ES2002c_0360_0370,1,1,"[1, 0, 0, 0, 0]"
ES2002c_0370_0380,1,1,"[1, 0, 0, 0, 0]"
ES2002c_0380_0390,1,1,"[1, 0, 0, 0, 0]"
ES2002c_0390_0400,1,1,"[1, 0, 0, 0, 0]"
ES2002c_0400_0410,1,1,"[1, 0, 0, 0, 0]"
ES2002c_0410_0420,1,1,"[1, 0, 0, 0, 0]"
ES2002c_0420_0430,1,1,"[1, 0, 0, 0, 0]"
ES2002c_0430_0440,1,1,"[1, 0, 0, 0, 0]"
ES2002c_0440_0450,1,1,"[1, 0, 0, 0, 0]"
ES2002c_0450_0460,2,3,"[2, 1, 0, 0, 0]"
ES2002c_0460_0470,1,1,"[1, 0, 0, 0, 0]"
ES2002c_0470_0480,1,1,"[1, 0, 0, 0, 0]"
ES2002c_0480_0490,1,1,"[1, 0, 0, 0, 0]"
ES2002c_0490_0500,1,1,"[1, 0, 0, 0, 0]"
ES2002c_0500_0510,1,1,"[1, 0, 0, 0, 0]"
ES2002c_0510_0520,1,1,"[1, 0, 0, 0, 0]"
ES2002c_0520_0530,2,3,"[2, 1, 0, 0, 0]"
ES2002c_0530_0540,1,1,"[1, 0, 0, 0, 0]"
ES2002c_0540_0550,2,3,"[2, 1, 0, 0, 0]"
ES2002c_0550_0560,1,1,"[1, 0, 0, 0, 0]"
ES2002c_0560_0570,1,1,"[1, 0, 0, 0, 0]"
ES2002c_0570_0580,1,1,"[1, 0, 0, 0, 0]"
ES2002c_0580_0590,2,6,"[3, 3, 0, 0, 0]"
ES2002c_0590_0600,2,3,"[2, 1, 0, 0, 0]"
ES2002c_0640_0650,4,4,"[1, 1, 1, 1, 0]"
ES2002c_0650_0660,2,4,"[2, 2, 0, 0, 0]"
ES2002c_0660_0670,2,2,"[1, 1, 0, 0, 0]"
ES2002c_0670_0680,1,1,"[1, 0, 0, 0, 0]"
ES2002c_0680_0690,1,1,"[1, 0, 0, 0, 0]"
ES2002c_0690_0700,1,1,"[1, 0, 0, 0, 0]"
ES2002c_0700_0710,1,1,"[1, 0, 0, 0, 0]"
ES2002c_0710_0720,1,1,"[1, 0, 0, 0, 0]"
ES2002c_0720_0730,1,1,"[1, 0, 0, 0, 0]"
ES2002c_0730_0740,1,1,"[1, 0, 0, 0, 0]"
ES2002c_0740_0750,1,1,"[1, 0, 0, 0, 0]"
ES2002c_0750_0760,1,1,"[1, 0, 0, 0, 0]"
ES2002c_0760_0770,1,1,"[1, 0, 0, 0, 0]"
ES2002c_0770_0780,1,1,"[1, 0, 0, 0, 0]"
ES2002c_0780_0790,2,3,"[2, 1, 0, 0, 0]"
ES2002c_0790_0800,3,9,"[4, 3, 2, 0, 0]"
ES2002c_0800_0810,4,9,"[3, 2, 2, 2, 0]"
ES2002c_0810_0820,1,1,"[1, 0, 0, 0, 0]"
ES2002c_0820_0830,1,1,"[1, 0, 0, 0, 0]"
ES2002c_0830_0840,2,3,"[2, 1, 0, 0, 0]"
ES2002c_0840_0850,2,2,"[1, 1, 0, 0, 0]"
ES2002c_0850_0860,2,2,"[1, 1, 0, 0, 0]"
ES2002c_0860_0870,1,1,"[1, 0, 0, 0, 0]"
ES2002c_0870_0880,4,7,"[3, 2, 1, 1, 0]"
ES2002c_0880_0890,2,3,"[2, 1, 0, 0, 0]"
ES2002c_0890_0900,1,1,"[1, 0, 0, 0, 0]"
ES2002c_0900_0910,2,5,"[3, 2, 0, 0, 0]"
ES2002c_0910_0920,2,3,"[2, 1, 0, 0, 0]"
ES2002c_0920_0930,1,1,"[1, 0, 0, 0, 0]"
ES2002c_0940_0950,1,1,"[1, 0, 0, 0, 0]"
ES2002c_0950_0960,1,1,"[1, 0, 0, 0, 0]"
ES2002c_0960_0970,1,1,"[1, 0, 0, 0, 0]"
ES2002c_0970_0980,1,1,"[1, 0, 0, 0, 0]"
ES2002c_0980_0990,1,1,"[1, 0, 0, 0, 0]"
ES2002c_0990_1000,1,1,"[1, 0, 0, 0, 0]"
ES2002c_1000_1010,1,1,"[1, 0, 0, 0, 0]"
ES2002c_1010_1020,1,1,"[1, 0, 0, 0, 0]"
ES2002c_1020_1030,1,1,"[1, 0, 0, 0, 0]"
ES2002c_1030_1040,1,1,"[1, 0, 0, 0, 0]"
ES2002c_1040_1050,2,3,"[2, 1, 0, 0, 0]"
ES2002c_1050_1060,2,3,"[2, 1, 0, 0, 0]"
ES2002c_1060_1070,2,2,"[1, 1, 0, 0, 0]"
ES2002c_1070_1080,1,1,"[1, 0, 0, 0, 0]"
ES2002c_1080_1090,1,1,"[1, 0, 0, 0, 0]"
ES2002c_1090_1100,2,3,"[2, 1, 0, 0, 0]"
ES2002c_1100_1110,2,3,"[2, 1, 0, 0, 0]"
ES2002c_1110_1120,2,3,"[2, 1, 0, 0, 0]"
ES2002c_1120_1130,1,1,"[1, 0, 0, 0, 0]"
ES2002c_1130_1140,1,1,"[1, 0, 0, 0, 0]"
ES2002c_1140_1150,1,1,"[1, 0, 0, 0, 0]"
ES2002c_1150_1160,1,1,"[1, 0, 0, 0, 0]"
ES2002c_1160_1170,2,8,"[4, 4, 0, 0, 0]"
ES2002c_1170_1180,1,1,"[1, 0, 0, 0, 0]"
ES2002c_1180_1190,2,3,"[2, 1, 0, 0, 0]"
ES2002c_1190_1200,1,1,"[1, 0, 0, 0, 0]"
ES2002c_1200_1210,1,1,"[1, 0, 0, 0, 0]"
ES2002c_1210_1220,2,3,"[2, 1, 0, 0, 0]"
ES2002c_1220_1230,2,3,"[2, 1, 0, 0, 0]"
ES2002c_1230_1240,1,1,"[1, 0, 0, 0, 0]"
ES2002c_1240_1250,1,1,"[1, 0, 0, 0, 0]"
ES2002c_1250_1260,1,1,"[1, 0, 0, 0, 0]"
ES2002c_1260_1270,1,1,"[1, 0, 0, 0, 0]"
ES2002c_1270_1280,1,1,"[1, 0, 0, 0, 0]"
ES2002c_1280_1290,1,1,"[1, 0, 0, 0, 0]"
ES2002c_1290_1300,1,1,"[1, 0, 0, 0, 0]"
ES2002c_1300_1310,3,10,"[5, 3, 2, 0, 0]"
ES2002c_1310_1320,3,9,"[4, 4, 1, 0, 0]"
ES2002c_1320_1330,2,7,"[4, 3, 0, 0, 0]"
ES2002c_1330_1340,2,3,"[2, 1, 0, 0, 0]"
ES2002c_1340_1350,3,6,"[3, 2, 1, 0, 0]"
ES2002c_1350_1360,1,1,"[1, 0, 0, 0, 0]"
ES2002c_1360_1370,2,10,"[5, 5, 0, 0, 0]"
ES2002c_1370_1380,2,10,"[5, 5, 0, 0, 0]"
ES2002c_1380_1390,2,3,"[2, 1, 0, 0, 0]"
ES2002c_1390_1400,3,6,"[3, 2, 1, 0, 0]"
ES2002c_1400_1410,2,3,"[2, 1, 0, 0, 0]"
ES2002c_1410_1420,3,8,"[4, 3, 1, 0, 0]"
ES2002c_1420_1430,3,10,"[4, 3, 3, 0, 0]"
